#,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR,,,,,,,,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,INDUSTRIES,-,-,1018.657273,3603.941786,-,-16.84,-16.5,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,-,-,624.8732898,2208.864658,-,9.63,10.05,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,RUBBER TYRES & TUBES,TH.NOS,2242.343446,2233.331119,7897.049344,-7.42,-16.79,-16.43,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,-,-,2241.477962,7929.187312,-,-6.57,-5.85,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,GEMS,K.G,73.9696425,173.6353504,614.7594255,-12.98,19.75,20.34,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,JEWELLARY,-,-,7.56021823,26.76915081,-,51.2,59.49,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,71.057,133.7912796,473.4331577,-28.23,-39.73,-39.43,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,1220.34,38.75118889,136.8488767,-36.87,-24.02,-23.35,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,HANDICRAFTS,-,-,1.33577441,4.689395856,-,100,100,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,CEMENT,M.T,980692.406,10705.64749,37790.35935,11.45,8.02,8.21,Export,2025,Qtr 3,August,1
,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,886.28,502.6676881,1778.760683,-27.71,-22.31,-21.9,Export,2025,Qtr 3,August,1
, FOOD GROUP,,GROUP,,,94212.69818,334550.2592,,-4.12,-3.74,Export,2025,Qtr 3,September,1
, FOOD GROUP,,,M.T,167324.5788,29387.1938,104306.9038,-33.68,-29,-28.74,Export,2025,Qtr 3,September,1
, FOOD GROUP,RICE,BASMATI,M.T,35092.51649,11574.23528,41093.8862,-28.79,-20.58,-20.28,Export,2025,Qtr 3,September,1
, FOOD GROUP,RICE,OTHERS,M.T,132232.0623,17812.95851,63213.01755,-34.87,-33.57,-33.35,Export,2025,Qtr 3,September,1
, FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,18100.60901,12190.01639,43304.92013,69.23,80.78,81.58,Export,2025,Qtr 3,September,1
, FOOD GROUP,,FRUITS,M.T,45459.56261,5193.135426,18444.82788,-0.01,-41.72,-41.47,Export,2025,Qtr 3,September,1
, FOOD GROUP,,VEGETABLES,M.T,39944.37024,3659.612596,12999.22181,-21.67,-3.16,-2.75,Export,2025,Qtr 3,September,1
, FOOD GROUP,,LEGUMINOUS VEGETABLES  (PULSES),M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
, FOOD GROUP,,TOBACCO,M.T,3464.28,3806.204368,13512.76156,385.87,658.21,661.28,Export,2025,Qtr 3,September,1
, FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
, FOOD GROUP,,SPICES,M.T,2344.522395,1954.844291,6941.85135,1.32,9.45,9.91,Export,2025,Qtr 3,September,1
, FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,21888.90835,7188.133138,25529.86399,212.83,272.64,274.12,Export,2025,Qtr 3,September,1
, FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
, FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,10119.61239,12770.39419,45363.96959,25.93,24.14,24.67,Export,2025,Qtr 3,September,1
, FOOD GROUP,,ALL OTHER FOOD ITEMS,-,-,18063.16398,64145.93914,-,-21.26,-20.94,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,GROUP,,,442925.4685,1572919.516,,2.82,3.23,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,RAW COTTON,M.T,346.948,164.117992,583.2195878,100,100,100,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,COTTON YARN,M.T,25147.7508,17810.11147,63252.20533,-1.55,-0.24,0.17,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,COTTON CLOTH,M.T,28934.98804,42260.63807,150095.9263,-4.33,-5.07,-4.67,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1362.985351,888.8396981,3156.934495,16,5.69,6.15,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,KNITWEAR,TH.DOZ,21287,130988.9608,465166.11,12.53,3.96,4.38,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,BED WEAR,M.T,47525.79239,80974.55575,287545.204,6.5,6.41,6.84,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,TOWELS,M.T,18404.52338,24218.18466,86004.0545,4.82,0.49,0.9,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,5724.256629,6671.681698,23691.30402,93.19,155.23,156.23,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,6430,92701.94888,329199.3944,-1.71,-0.07,0.34,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6519.205215,8986.256498,31910.95263,-3.96,-3.68,-3.3,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR ),-,-,19789.19062,70273.83058,-,4.93,5.35,Export,2025,Qtr 3,September,1
, TEXTILE GROUP,,OTHER TEXTILE MATERIALS,-,-,17470.98238,62040.38036,-,-1.91,-1.52,Export,2025,Qtr 3,September,1
, PETROLEUM GROUP & COAL,,GROUP & COAL,,,11332.98288,40213.36455,,103.03,103.67,Export,2025,Qtr 3,September,1
, PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
, PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,85640.314,9820.284607,34839.65844,99.38,75.93,76.46,Export,2025,Qtr 3,September,1
, PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,9233.172,1512.698268,5373.706104,100,100,100,Export,2025,Qtr 3,September,1
, PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,MANUFACTURES GROUP,,,97212.12807,345196.6568,,-0.22,0.18,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,198.4532802,1152.370401,4092.465914,-20.62,9.85,10.25,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,,-,-,10057.96932,35714.62987,-,-2.18,-1.79,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, FOOTBALLS,TH.DOZ,386,6430.000358,22830.99675,-2.28,-1.06,-0.68,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, GLOVES,TH.DOZ,51,1218.673875,4327.374126,-22.73,-21.17,-20.86,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, OTHERS,-,-,2409.295083,8556.258989,-,7.7,8.16,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,812.5471242,3484.676242,12377.51626,27.16,7.55,8.01,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,,-,-,13637.52053,48427.62047,-,-5.54,-5.16,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,185,5777.950632,20519.58649,-16.67,-16.42,-16.07,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,863,7444.758046,26435.21946,2.98,3.06,3.47,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,-,-,414.8118533,1472.814529,-,37.81,38.42,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,,TH.Pairs,1921.408,3371.341431,11972.93467,2.42,-25.58,-25.26,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,576.674,2443.42012,8677.082391,-26.07,-31.04,-30.75,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,1.068,3.153205273,11.18908609,-73.3,-85.67,-85.66,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1343.666,924.7681061,3284.663197,23.05,-4.17,-3.73,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,-,-,10374.60688,36843.81199,-,1.17,1.58,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,CUTLERY,-,-,1291.890141,4586.937484,-,3.27,3.68,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,110,122.5716845,435.3843216,-3.51,-6.43,-6.17,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,,-,-,34158.33662,121293.045,-,10.79,11.23,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,27101.69109,7539.852407,26767.22151,-15.51,-20.28,-19.98,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,5535.674004,9421.251416,33461.79474,-15.43,6.31,6.76,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,-,-,17197.2328,61064.02877,-,37.45,37.99,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,,-,-,11202.1167,39779.0387,-,13.63,14.09,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,106.334,600.4208206,2131.62431,10.76,14.58,14.91,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,-,-,834.3122727,2964.004781,-,84.99,85.95,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,-,-,1928.205529,6845.538115,-,-30.24,-29.98,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR,,,,,,,,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,INDUSTRIES,-,-,1248.51357,4434.968568,-,22.52,23.09,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,-,-,628.3553137,2231.886858,-,0.54,0.99,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,RUBBER TYRES & TUBES,TH.NOS,1959.65953,3166.131681,11242.33737,-12.59,41.79,42.33,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,-,-,2796.177516,9928.678697,-,24.72,25.22,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,GEMS,K.G,28.086325,54.27794955,192.8355057,-70.44,-68.81,-68.59,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,JEWELLARY,-,-,1.865255458,6.622163172,-,-76.68,-75.47,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,98.9740001,171.0882645,607.5402575,101.99,27.68,28.44,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,1734.735,49.08530097,174.3295429,42.19,25.86,27.25,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,HANDICRAFTS,-,-,0,0,-,-100,-100,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,CEMENT,M.T,667282.7478,7399.742696,26267.36828,-31.96,-30.88,-30.63,Export,2025,Qtr 3,September,1
,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,1173.6597,682.6686573,2424.576314,32.47,35.72,36.37,Export,2025,Qtr 3,September,1
, FOOD GROUP,,GROUP,,,120960.9442,430260.402,,28.37,28.59,Export,2025,Qtr 4,October,1
, FOOD GROUP,,,M.T,284269.383,45731.64298,162660.4389,68.88,55.61,55.94,Export,2025,Qtr 4,October,1
, FOOD GROUP,RICE,BASMATI,M.T,45725.04103,15195.13161,54037.54761,30.24,31.29,31.5,Export,2025,Qtr 4,October,1
, FOOD GROUP,RICE,OTHERS,M.T,238544.342,30536.51136,108622.8912,79.07,71.42,71.83,Export,2025,Qtr 4,October,1
, FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,16425.35683,11629.53593,41376.04373,-9.55,-4.6,-4.45,Export,2025,Qtr 4,October,1
, FOOD GROUP,,FRUITS,M.T,50891.58059,6318.269654,22474.09512,10.73,21.6,21.78,Export,2025,Qtr 4,October,1
, FOOD GROUP,,VEGETABLES,M.T,29143.71452,3217.680623,11446.50072,-28.25,-12.09,-11.96,Export,2025,Qtr 4,October,1
, FOOD GROUP,,LEGUMINOUS VEGETABLES  (PULSES),M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
, FOOD GROUP,,TOBACCO,M.T,7317.66,7743.189458,27529.44842,51.94,103.45,103.73,Export,2025,Qtr 4,October,1
, FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
, FOOD GROUP,,SPICES,M.T,2568.861424,2702.397406,9612.167824,1.02,38.23,38.46,Export,2025,Qtr 4,October,1
, FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,29495.68741,9514.042918,33848.27328,34.76,32.36,32.58,Export,2025,Qtr 4,October,1
, FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
, FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,10419.087,13494.87074,48010.68114,2.35,5.68,5.84,Export,2025,Qtr 4,October,1
, FOOD GROUP,,ALL OTHER FOOD ITEMS,-,,20609.31446,73302.75293,-,14.03,14.21,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,GROUP,,,454470.368,1616574.863,,2.61,2.78,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,RAW COTTON,M.T,1203.142,568.5095144,2022.481699,246.73,246.65,246.91,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,COTTON YARN,M.T,22642.37562,15876.32365,56475.69777,-9.97,-10.86,-10.71,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,COTTON CLOTH,M.T,27079.10258,40347.48529,143522.513,-5.61,-4.53,-4.38,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1125.171891,904.9006451,3218.088748,-17.39,1.79,1.94,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,KNITWEAR,TH.DOZ,27111,135262.4929,481138.894,2.97,3.27,3.44,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,BED WEAR,M.T,48956.96595,81814.33474,291019.881,2.75,1.04,1.21,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,TOWELS,M.T,19075.60259,25408.02543,90371.44529,3.92,4.91,5.08,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,4422.220756,3869.126323,13761.28885,-27.09,-42.01,-41.91,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,7722,104249.3924,370820.1879,11.8,12.46,12.65,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6461.093426,9076.178631,32282.8778,-0.8,1,1.17,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR ),-,,19099.50471,67936.8953,-,-3.48,-3.33,Export,2025,Qtr 4,October,1
, TEXTILE GROUP,,OTHER TEXTILE MATERIALS,-,,17994.09377,64004.61151,-,2.99,3.17,Export,2025,Qtr 4,October,1
, PETROLEUM GROUP & COAL,,GROUP & COAL,,,68492.6011,243644.7926,,504.36,505.87,Export,2025,Qtr 4,October,1
, PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,40645.95,5598.339845,19919.37323,100,100,100,Export,2025,Qtr 4,October,1
, PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,419603.9908,59650.25802,212185.0308,389.95,507.44,509.03,Export,2025,Qtr 4,October,1
, PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,19102.544,3244.003237,11540.38861,106.89,114.41,114.74,Export,2025,Qtr 4,October,1
, PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,MANUFACTURES GROUP,,,96381.03692,342789.4729,,-0.9,-0.74,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,210.340171,1176.638163,4185.423746,2.11,2.14,2.28,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,,-,,10327.03528,36733.59716,-,2.7,2.87,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, FOOTBALLS,TH.DOZ,436,6445.823476,22927.767,0.23,0.28,0.45,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, GLOVES,TH.DOZ,64,1388.687151,4939.699865,14.29,13.92,14.16,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,SPORTS GOODS, OTHERS,-,-,2492.524655,8866.130291,-,3.47,3.61,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,861.3999692,3332.39974,11855.93783,6.21,-4.38,-4.22,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,,-,-,14442.69041,51372.44851,-,5.9,6.08,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,177,6179.240639,21980.80453,8.59,6.94,7.12,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,915,7775.000686,27654.23525,4.21,4.43,4.61,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,-,-,488.4490847,1737.408732,-,17.7,17.95,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,,TH.Pairs,1973.191001,4036.467534,14358.35065,20.91,19.74,19.92,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,588.511,2629.319747,9353.333526,3.43,7.63,7.79,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,3.327,14.61816784,52.02503004,232.7,387.27,372.95,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1381.353001,1392.529619,4952.992092,30.07,50.54,50.78,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,-,-,11937.27266,42462.90859,-,15.06,15.25,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,CUTLERY,-,-,1525.802268,5427.187596,-,18.1,18.32,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,181.7314603,130.1969981,463.2524665,18.78,5.85,6.49,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,,-,,28557.93626,101571.9129,-,-16.39,-16.26,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,18522.27294,6009.639697,21374.27801,-31.94,-20.3,-20.15,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,5444,6316.14262,22464.08631,-39.25,-32.96,-32.86,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,-,-,16232.15394,57733.54862,-,-5.61,-5.45,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,,-,,9999.790526,35562.97183,-,-11.06,-10.93,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,40,222.3010412,790.4063306,-63.96,-62.95,-62.93,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,-,-,308.4334218,1097.005451,-,-65.11,-65.09,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,-,-,1730.268758,6153.029507,-,-10.26,-10.08,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR,,,,,,,,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,INDUSTRIES,-,-,1149.933717,4089.918437,-,-7.78,-7.64,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,-,-,705.7058915,2510.062953,-,12.73,12.91,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,RUBBER TYRES & TUBES,TH.NOS,2127.41565,3592.663474,12776.92555,1.31,13.62,13.79,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,-,-,2290.484223,8145.623604,-,-18.08,-17.96,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,GEMS,K.G,66,112.8327829,401.4800992,106.25,108.95,108.02,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,JEWELLARY,-,-,5.795677561,20.65114547,-,189.78,195.02,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,41,98.21073058,349.2484383,-43.06,-42.57,-42.56,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,1209.191,35.86182743,127.5364264,-29.82,-26.81,-26.7,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,HANDICRAFTS,-,-,0,0,-,0,0,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,CEMENT,M.T,912617.319,9991.55373,35511.42158,36.74,35,35.18,Export,2025,Qtr 4,October,1
,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,1147.2095,670.5523254,2385.143853,-8.3,-1.82,-1.64,Export,2025,Qtr 4,October,1
, FOOD GROUP,,GROUP,,,117817.9683,419595.0934,,-2.6,-2.48,Export,2025,Qtr 4,November,1
, FOOD GROUP,,,M.T,426932.4916,52839.32676,188124.5159,49.74,15.54,15.65,Export,2025,Qtr 4,November,1
, FOOD GROUP,RICE,BASMATI,M.T,32737.0744,10863.64017,38673.84291,-28.47,-28.51,-28.43,Export,2025,Qtr 4,November,1
, FOOD GROUP,RICE,OTHERS,M.T,394195.4171,41975.68659,149450.673,64.69,37.46,37.59,Export,2025,Qtr 4,November,1
, FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,18179.8418,12005.69195,42774.36195,6.98,3.23,3.38,Export,2025,Qtr 4,November,1
, FOOD GROUP,,FRUITS,M.T,35995.75127,5481.490318,19524.03916,-29.93,-13.24,-13.13,Export,2025,Qtr 4,November,1
, FOOD GROUP,,VEGETABLES,M.T,30296.11366,3572.64716,12727.44133,2.3,11.02,11.19,Export,2025,Qtr 4,November,1
, FOOD GROUP,,LEGUMINOUS VEGETABLES  (PULSES),M.T,0,0,0,0,0,0,Export,2025,Qtr 4,November,1
, FOOD GROUP,,TOBACCO,M.T,5060.80298,5356.591818,19074.67458,-51.33,-30.82,-30.71,Export,2025,Qtr 4,November,1
, FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,November,1
, FOOD GROUP,,SPICES,M.T,2330.10145,2384.753531,8495.108659,-14.02,-11.74,-11.62,Export,2025,Qtr 4,November,1
, FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,19497.98749,6183.507679,22024.74447,-33.62,-35.01,-34.93,Export,2025,Qtr 4,November,1
, FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,November,1
, FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,10364.1626,12836.65654,45734.79547,0.93,-4.88,-4.74,Export,2025,Qtr 4,November,1
, FOOD GROUP,,ALL OTHER FOOD ITEMS,-,,17157.30254,61115.41184,-,-16.75,-16.63,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,GROUP,,,399645.9609,1423576.47,,-12.06,-11.94,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,RAW COTTON,M.T,0,0,0,-100,-100,-100,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,COTTON YARN,M.T,25104.5429,16837.69186,59977.98659,10.88,6.06,6.2,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,COTTON CLOTH,M.T,23675.84742,34574.54914,123158.7487,-12.57,-14.31,-14.19,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,0,0,0,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,635.0349743,521.2829451,1857.029091,-43.55,-42.4,-42.29,Export,2025,Qtr 4,November,1
, TEXTILE GROUP,,KNITWEAR,TH.DOZ,19323.74402,110544.6205,393776.0967,-6.34,-18.27,-18.16,Export,2025,Qtr 4,November,1
